extract_timestamp|origin|destination|depart_date|best_price
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-13|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-14|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-15|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-30|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-10|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-11|1347671.0
2022-12-24 11:25:37.656571|JKTC|MLG|2023-04-01|1378150.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-16|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-17|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-18|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-19|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-01|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-23|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-02|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-24|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-03|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-25|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-04|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-26|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-22|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-09|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-27|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-05|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-06|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-28|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-07|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-29|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-08|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-12|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-13|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-14|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-15|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-30|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-10|743609.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-11|762480.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-20|781349.0
2022-12-24 11:25:37.656571|JKTC|SRG|2023-04-21|781349.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-24|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-25|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-26|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-27|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-28|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-29|623396.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-01|725002.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-02|725002.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-03|725002.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-04|725002.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-05|725002.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-16|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-17|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-18|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-23|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-09|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-06|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-07|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-08|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-12|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-13|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-14|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-15|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-30|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-10|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-11|787676.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-19|842066.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-22|842066.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-20|897566.0
2022-12-24 11:25:37.656571|JKTC|SUB|2023-04-21|897566.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-16|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-17|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-18|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-19|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-23|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-01|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-24|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-02|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-03|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-25|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-26|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-04|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-20|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-21|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-22|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-09|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-05|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-27|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-28|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-06|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-07|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-29|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-08|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-12|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-13|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-14|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-15|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-30|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-10|1642875.0
2022-12-24 11:25:37.656571|JKTC|JOG|2023-04-11|1642875.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-01|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-02|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-03|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-04|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-09|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-05|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-06|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-07|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-08|638620.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-22|854150.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-28|854150.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-29|854150.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-14|854150.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-15|854150.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-16|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-17|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-18|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-19|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-23|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-24|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-25|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-26|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-20|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-21|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-27|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-12|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-13|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-30|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-10|894110.0
2022-12-24 11:25:37.656571|JKTC|YIA|2023-04-11|894110.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-24|601625.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-25|601625.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-26|601625.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-01|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-02|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-03|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-04|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-09|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-05|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-06|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-07|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-08|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-10|789400.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-16|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-17|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-18|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-19|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-23|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-22|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-27|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-28|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-29|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-12|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-13|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-14|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-15|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-30|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-11|942395.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-20|1027865.0
2022-12-24 11:25:37.656571|JKTC|SOC|2023-04-21|1027865.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-16|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-17|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-18|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-19|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-01|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-23|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-02|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-24|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-03|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-25|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-04|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-26|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-20|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-21|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-22|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-09|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-27|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-05|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-28|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-06|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-07|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-29|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-08|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-12|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-13|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-14|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-15|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-30|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-10|744420.0
2022-12-24 11:25:37.656571|JKTC|TKG|2023-04-11|744420.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-01|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-02|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-25|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-04|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-26|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-27|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-28|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-29|853706.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-22|1123600.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-12|1123600.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-13|1123600.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-15|1123600.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-16|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-17|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-18|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-19|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-23|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-24|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-20|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-21|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-14|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-11|1143480.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-30|1192256.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-03|1261076.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-05|1261076.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-09|1342580.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-06|1342580.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-08|1342580.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-07|1531916.0
2022-12-24 11:25:37.656571|JKTC|BTH|2023-04-10|1531916.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-25|723892.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-26|723892.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-27|723892.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-28|723892.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-29|723892.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-24|833782.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-23|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-22|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-12|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-13|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-30|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-11|875050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-01|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-02|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-03|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-04|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-09|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-05|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-06|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-07|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-08|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-10|930550.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-16|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-17|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-18|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-19|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-20|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-21|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-14|1370050.0
2022-12-24 11:25:37.656571|JKTC|BKS|2023-04-15|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-01|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-24|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-02|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-03|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-25|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-04|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-26|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-05|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-27|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-28|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-29|725002.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-09|930550.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-06|930550.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-07|930550.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-08|930550.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-10|930550.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-12|1097330.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-13|1097330.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-14|1097330.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-11|1097330.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-23|1150250.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-22|1150250.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-30|1150250.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-16|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-17|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-18|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-19|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-20|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-21|1370050.0
2022-12-24 11:25:37.656571|JKTC|DJB|2023-04-15|1370050.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-25|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-26|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-05|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-27|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-28|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-29|943520.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-01|1023259.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-02|1023259.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-24|1023259.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-03|1023259.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-04|1023259.0
2022-12-24 11:25:37.656571|JKTC|KNO|2023-04-06|1191750.0
